secucode,name,industry,quote_time,latest_date,price,pct,amount,turnover,volume_ratio,main_net,industry_avg_pct,industry_adv_ratio,industry_amount,close_pos,upper_shadow,samples,win_rate,avg_return,median_return,profit_factor,max_drawdown,worst_return,worst_sample_date,worst_hold_drawdown,stop_loss,stop_risk,target_low,target_high,reward_risk,buy_low,buy_high,formal,reject_reason,score,rechecked,recheck_price,recheck_time,recheck_reject_reason,risk_tier,action_tier,attack_mode_score,attack_mode_preferred,attack_mode_reason
600176.SH,中国巨石,玻璃玻纤,,2026-07-03,70.62,0.041299999999999996,16208290366.0,5.69,1.09,1322376480.0,-0.00033333333333333365,0.5333333333333333,39043545970.12,0.5621562156215628,0.43784378437843724,120,0.6666666666666666,0.052075267340132174,0.03208022707036314,4.362868708923998,-0.24843507773440154,-0.11722550361079423,2026-03-12,-0.14217884463202302,66.0297,0.065,72.88550563570904,76.68171111026616,1.3205479184946876,70.40814,70.83185999999999,True,,81.3775697753365,True,70.62,,,核心,正式核心,22.170124302631336,False,attack_checks_failed
002384.SZ,东山精密,元件,,2026-07-03,231.68,0.0451,27109932527.64,8.74,1.75,1514531328.0,0.0022508196721311474,0.4918032786885246,164084358066.68,0.7198959687906376,0.2801040312093624,120,0.575,0.03295717473187263,0.009009121124670862,2.289864983011731,-0.33037597126380025,-0.1975291515591008,2026-06-25,-0.1962291515591008,216.62080000000003,0.065,233.76723318216372,249.74813489626266,1.1998070877777476,230.98496,232.37503999999998,False,,79.97951758237544,True,231.68,,,进取,进取研究,3.30308161497397,False,attack_checks_failed
688766.SH,普冉股份,半导体,,2026-07-03,815.7,0.0397,8107898159.0,6.65,1.18,-173351728.0,-0.023851744186046513,0.2441860465116279,504819466583.53,0.6145122979082066,0.38548770209179334,120,0.6666666666666666,0.08240103530541691,0.03903524525302789,4.373499801278104,-0.2885426923501123,-0.21104710890837455,2025-11-17,-0.23827678231033167,762.6795000000001,0.065,847.5410495528948,933.4897408242721,2.2215886463589,813.2529000000001,818.1470999999999,False,,76.74223199791014,True,815.7,,,进取,进取研究,21.45204433392049,False,attack_checks_failed
688257.SH,新锐股份,通用设备,,2026-07-03,110.22,0.0159,2491065917.0,6.46,1.1,-62243904.0,0.024774545454545455,0.7227272727272728,116562527662.72,0.6044117647058825,0.39558823529411746,120,0.6916666666666667,0.06667335724129933,0.04955510793545522,4.9117627612504595,-0.26974445053647456,-0.20009518072289148,2026-03-16,-0.21517319277108438,103.0557,0.065,115.68196399664588,122.3419221756245,1.6919897513538673,109.88934,110.55066,False,,69.84635415434637,True,110.22,,,进取,进取研究,18.872940952159333,False,attack_checks_failed
688525.SH,佰维存储,半导体,,2026-07-03,427.58,0.021,15419403360.0,7.66,0.97,-203075072.0,-0.023851744186046513,0.2441860465116279,504819466583.53,0.5793374019180468,0.4206625980819532,120,0.65,0.04993485922457741,0.040846772057545576,3.230801563865942,-0.3836896559162398,-0.21728369934344574,2025-11-17,-0.24684929439287595,399.7873,0.065,445.04526279636536,462.7399369151005,1.2650781289727353,426.29726,428.8627399999999,False,,69.07731024890009,True,427.58,,,进取,进取研究,4.039986026783572,False,attack_checks_failed
600667.SH,太极实业,工程咨询服务Ⅱ,,2026-07-03,29.87,0.0339,11423630863.0,18.75,0.9,258268368.0,0.01384390243902439,0.7804878048780488,14869620291.9,0.7041884816753929,0.29581151832460706,120,0.6666666666666666,0.04478770705476131,0.038069913860748726,2.959541435921683,-0.3992676647703407,-0.17603118279569888,2026-01-30,-0.1982758620689654,27.92845,0.065,31.007148327020566,32.50791034419552,1.3586620711264277,29.78039,29.959609999999998,False,,64.93753600702904,True,29.87,,,进取,进取研究,9.466174697862716,False,attack_checks_failed
301308.SZ,江波龙,半导体,,2026-07-03,619.0,0.033,12315200686.78,7.12,0.96,-125129632.0,-0.023851744186046513,0.2441860465116279,504819466583.53,0.6171821305841921,0.38281786941580787,120,0.5916666666666667,0.04125400569904783,0.022252994176199938,2.4786390249152856,-0.2698858474339446,-0.1882209367656195,2026-01-28,-0.20541256887772896,578.765,0.065,632.7746033950677,670.971988819719,1.291710918844761,617.143,620.857,False,,59.2835662459006,True,619.0,,,进取,进取研究,6.901335482681564,False,attack_checks_failed
300604.SZ,长川科技,半导体,,2026-07-03,302.6,0.0038,9999651114.53,6.82,1.01,-462172080.0,-0.023851744186046513,0.2441860465116279,504819466583.53,0.6100698272693875,0.3899301727306124,120,0.6,0.04602703734310527,0.03260392032661271,3.328863118764646,-0.3517470561989102,-0.18024312222670438,2026-05-25,-0.18059701492537317,282.9702853156934,0.06487017410544155,312.465946290833,331.86734541166004,1.4909715134605812,301.6922,303.5078,False,,59.07934630897622,True,302.6,,,进取,进取研究,10.941090837035082,False,attack_checks_failed
603588.SH,高能环境,环境治理,,2026-07-03,19.78,0.0493,2514105881.0,8.38,1.25,123794000.0,0.013590476190476191,0.7333333333333333,15391047699.97,0.6198347107438021,0.38016528925619786,120,0.65,0.0492976326703944,0.043604740057114864,3.52341057482916,-0.28020915240073907,-0.18277448015122869,2026-03-16,-0.19407687460617518,18.607052113501222,0.059299690925115195,20.642501758329733,21.536927975308643,1.4978738574251838,19.720660000000002,19.83934,False,,56.786604518224706,True,19.78,,,进取,进取研究,13.54846136556999,False,attack_checks_failed
002463.SZ,沪电股份,元件,,2026-07-03,135.72,0.039900000000000005,11440051278.11,4.4,1.03,901720512.0,0.0022508196721311474,0.4918032786885246,164084358066.68,0.6538205980066443,0.34617940199335573,120,0.5666666666666667,0.03099409687414369,0.015373458991339652,2.5843364770876045,-0.31570784077894354,-0.12017628009964024,2025-10-10,-0.13374441845630447,126.8982,0.065,137.8064858543046,145.17288997556167,1.0715375519238364,135.31284,136.12715999999998,False,,56.53768516744155,False,0.0,,,进取,进取研究,11.094606324768867,False,attack_checks_failed
002281.SZ,光迅科技,通信设备,,2026-07-03,217.93,-0.0012,8509083315.15,4.98,0.8,308834064.0,0.0064333333333333334,0.5595238095238095,182120179812.87,0.5492716366752359,0.45072836332476407,120,0.6166666666666667,0.03483346934779629,0.01575026437992907,2.7854354141222926,-0.2461003719138296,-0.16679376577679175,2026-06-25,-0.16549376577679176,203.76455,0.065,221.36245511631793,233.48429261886326,1.0980443698479943,217.27621000000002,218.58379,False,,56.045402835381495,False,0.0,,,进取,进取研究,9.07800898745997,False,attack_checks_failed
688519.SH,南亚新材,元件,,2026-07-03,372.64,0.0556,2895479292.0,3.38,1.12,174755312.0,0.0022508196721311474,0.4918032786885246,164084358066.68,0.7732214381079535,0.22677856189204648,120,0.6,0.05685208957790522,0.05208883974900388,3.256066132222261,-0.4011902631294302,-0.19604136871851566,2025-10-13,-0.23340186237755467,348.4184,0.065,392.05038524406876,414.8491924776924,1.7426261055294634,371.52207999999996,373.75791999999996,False,,55.75773488120404,False,0.0,,,进取,进取研究,10.66683068917563,False,attack_checks_failed
688627.SH,精智达,通用设备,,2026-07-03,579.99,-0.0036,3186373925.0,7.62,0.91,-93450496.0,0.024774545454545455,0.7227272727272728,116562527662.72,0.5931949497111068,0.4068050502888933,120,0.6333333333333333,0.05164032157113666,0.02943758157782458,3.0200508501527215,-0.41891421786402316,-0.1901930163447251,2026-05-25,-0.19758346137728733,542.29065,0.065,597.0635029393225,641.509560927177,1.6318467275212163,578.25003,581.72997,False,,53.17622397745971,False,0.0,,,进取,进取研究,9.943694619995176,False,attack_checks_failed
