secucode,name,tradable,status,reject_reason,rank_score,latest_date,latest_close,benchmark_code,ma60,ma120,ma200,distance_ma200,stock_return_120d,benchmark_return_120d,excess_return_120d,stock_return_240d,benchmark_return_240d,excess_return_240d,drawdown_120d,volatility_120d,buy_zone_low,buy_zone_high,initial_stop_loss,trend_stop_price,relative_exit_excess,position_hint,tags
600768.SH,宁波富邦,False,ok,volatility_120d 46.43% > 42.00%,58.3733,2026-07-06,15.55,000300.SH,16.88233333333333,16.868000000000002,15.3026,0.016167187275365036,0.11071428571428577,0.0458018894413319,0.06491239627295387,0.3313356164383563,0.2109692505846017,0.1203663658537546,-0.21385237613751262,0.4643277242001079,15.0835,16.0165,14.843522,14.843522,-0.06,0.0,long_term_hold
603118.SH,共进股份,False,ok,excess_return_240d -3.20% < 8.00%; volatility_120d 58.72% > 42.00%,58.276543,2026-07-06,13.42,000300.SH,13.767333333333333,12.978833333333334,12.62685,0.06281455786676804,0.170008718395815,0.0458018894413319,0.1242068289544831,0.196078431372549,0.2280737351499964,-0.031995303777447415,-0.2405206564799095,0.5871834712001666,13.0174,13.8226,12.248044499999999,12.248044499999999,-0.06,0.0,"long_term_hold,strong_relative"
300717.SZ,华信新材,False,ok,ma60_not_above_ma120; excess_return_240d -3.16% < 8.00%,58.265421,2026-07-06,21.5,000300.SH,20.08966666666667,20.485666666666667,20.23665,0.06242881109274512,0.14118895966029732,0.0458018894413319,0.09538707021896542,0.17937465715852996,0.2109692505846017,-0.03159459342607174,-0.07646048109965642,0.4150668017391598,20.855,22.145,19.6295505,19.6295505,-0.06,0.0,"long_term_hold,strong_relative,shallow_drawdown"
301309.SZ,万得凯,False,ok,excess_return_240d 1.05% < 8.00%; volatility_120d 46.03% > 42.00%,58.208588,2026-07-06,31.77,000300.SH,33.332166666666666,31.599333333333334,30.784499999999998,0.0320128636164303,0.18456375838926165,0.05723294060106365,0.127330817788198,0.2507874015748033,0.24025686278025526,0.010530538794548017,-0.2713302752293578,0.46025531422753163,30.8169,32.7231,29.860964999999997,29.860964999999997,-0.06,0.0,"long_term_hold,strong_relative"
601016.SH,节能风电,False,ok,close_below_ma200; excess_return_240d 0.44% < 8.00%; drawdown_120d -38.85% < -28.00%; volatility_120d 65.08% > 42.00%,58.014181,2026-07-06,3.6,000300.SH,4.3699666666666666,3.973316666666667,3.61699,-0.004697275911738741,0.22158126908720743,0.0458018894413319,0.17577937964587553,0.21539500337609718,0.2109692505846017,0.004425752791495485,-0.38848309835230166,0.6507579551782432,3.492,3.708,3.5084803,3.5084803,-0.06,0.0,"long_term_hold,strong_relative"
600589.SH,大位科技,False,ok,close_below_ma200; excess_return_240d -13.63% < 8.00%; drawdown_120d -39.61% < -28.00%; volatility_120d 82.89% > 42.00%,57.93078,2026-07-06,9.21,000300.SH,10.930166666666667,10.7745,9.42125,-0.022422714607934213,0.2863128491620113,0.0458018894413319,0.24051095972067937,0.07467911318553089,0.2109692505846017,-0.1362901373990708,-0.3960655737704918,0.8289433997538983,8.9337,9.486300000000002,9.1386125,9.1386125,-0.06,0.0,"long_term_hold,strong_relative"
300686.SZ,智动力,False,ok,excess_return_120d 4.45% < 6.00%; volatility_120d 62.01% > 42.00%,57.869862,2026-07-06,16.42,000300.SH,18.116666666666667,16.77275,15.98325,0.027325481363302373,0.09030544488711834,0.0458018894413319,0.044503555445786436,0.6338308457711443,0.2109692505846017,0.42286159518654265,-0.22838345864661647,0.6200894959398019,15.9274,16.9126,15.5037525,15.5037525,-0.06,0.0,long_term_hold
603488.SH,展鹏科技,False,ok,close_below_ma200; excess_return_240d -10.11% < 8.00%; drawdown_120d -28.78% < -28.00%; volatility_120d 61.66% > 42.00%,57.845981,2026-07-06,9.6,000300.SH,11.431666666666667,10.743,9.6895,-0.009236802724598925,0.23076923076923084,0.0458018894413319,0.18496734132789894,0.10982658959537561,0.2109692505846017,-0.10114266098922609,-0.28783382789317513,0.6165762044858732,9.312,9.888,9.398815,9.398815,-0.06,0.0,"long_term_hold,strong_relative"
300434.SZ,金石亚药,False,ok,ma60_not_above_ma120; ma120_not_above_ma200; excess_return_240d -1.42% < 8.00%; volatility_120d 48.62% > 42.00%,57.811035,2026-07-06,11.57,000300.SH,10.331933333333334,10.370383333333333,10.538730000000001,0.09785524441749605,0.13453618356540487,0.0458018894413319,0.08873429412407297,0.19673148531237072,0.2109692505846017,-0.014237765272230973,-0.07142857142857151,0.48620346329415276,11.2229,11.917100000000001,10.2225681,10.2225681,-0.06,0.0,"long_term_hold,shallow_drawdown"
688081.SH,兴图新科,False,ok,excess_return_120d 5.23% < 6.00%; drawdown_120d -38.08% < -28.00%; volatility_120d 59.61% > 42.00%,57.685995,2026-07-06,39.62,000300.SH,50.532333333333334,44.742666666666665,38.78115,0.021630353921944012,0.09811529933481156,0.0458018894413319,0.05231340989347966,1.0874604847207583,0.2109692505846017,0.8764912341361566,-0.3808407563681826,0.5961360004375323,38.4314,40.8086,37.617715499999996,37.617715499999996,-0.06,0.0,long_term_hold
603386.SH,骏亚科技,False,ok,excess_return_240d 7.36% < 8.00%; volatility_120d 50.44% > 42.00%,57.644869,2026-07-06,17.2,000300.SH,16.326666666666668,15.489833333333333,14.9979,0.14682722247781355,0.12198303979125891,0.0458018894413319,0.07618115034992701,0.2845407020164301,0.2109692505846017,0.07357145143182842,-0.22207146087743102,0.5043615214630568,16.683999999999997,17.716,15.136,14.547963,-0.06,0.0,long_term_hold
300840.SZ,酷特智能,False,ok,excess_return_240d -9.45% < 8.00%; volatility_120d 59.08% > 42.00%,57.450972,2026-07-06,23.3,000300.SH,21.639666666666667,20.413083333333336,19.768250000000002,0.17865769605301418,0.144963144963145,0.0458018894413319,0.0991612555218131,0.11643507426928612,0.2109692505846017,-0.09453417631531558,-0.12042280105700254,0.5907638967334149,22.601,23.999000000000002,20.504,19.1752025,-0.06,0.0,"long_term_hold,strong_relative"
300051.SZ,琏升科技,False,ok,close_below_ma200; excess_return_240d 1.44% < 8.00%; drawdown_120d -53.67% < -28.00%; volatility_120d 80.18% > 42.00%,57.447835,2026-07-06,8.7,000300.SH,12.844333333333333,11.434083333333332,9.62345,-0.09595831016943002,0.34883720930232553,0.0458018894413319,0.30303531986099363,0.22535211267605626,0.2109692505846017,0.014382862091454562,-0.5367412140575081,0.8018220153671457,8.438999999999998,8.961,9.3347465,9.3347465,-0.06,0.0,"long_term_hold,strong_relative"
301577.SZ,美信科技,False,ok,excess_return_240d -15.29% < 8.00%; drawdown_120d -38.06% < -28.00%; volatility_120d 55.45% > 42.00%,57.399474,2026-07-06,67.8,000300.SH,77.05033333333333,70.01008333333333,65.9858,0.02749379411934072,0.20085015940488837,0.0458018894413319,0.15504826996355647,0.05805243445692887,0.2109692505846017,-0.15291681612767283,-0.38059565137949936,0.5545184375417348,65.76599999999999,69.834,64.006226,64.006226,-0.06,0.0,"long_term_hold,strong_relative"
300453.SZ,三鑫医疗,False,ok,excess_return_240d 0.62% < 8.00%,57.233311,2026-07-06,9.64,000300.SH,9.512,9.419083333333333,9.302,0.03633627176951193,0.13145539906103298,0.0458018894413319,0.08565350961970108,0.21717171717171735,0.2109692505846017,0.0062024665871156515,-0.08277830637488104,0.33566501325511766,9.3508,9.929200000000002,9.02294,9.02294,-0.06,0.0,"long_term_hold,shallow_drawdown"
300017.SZ,网宿科技,False,ok,close_below_ma200; ma60_not_above_ma120; excess_return_240d 1.04% < 8.00%; drawdown_120d -46.79% < -28.00%; volatility_120d 82.21% > 42.00%,57.209776,2026-07-06,12.69,000300.SH,16.056833333333334,16.1075,13.923599999999999,-0.0885977764371283,0.2689999999999999,0.0458018894413319,0.223198110558668,0.22136669874879678,0.2109692505846017,0.010397448164195078,-0.4679245283018868,0.8220875093656542,12.309299999999999,13.0707,13.505891999999998,13.505891999999998,-0.06,0.0,"long_term_hold,strong_relative"
600156.SH,华升股份,False,ok,drawdown_120d -41.32% < -28.00%; volatility_120d 71.26% > 42.00%,57.081375,2026-07-06,9.16,000300.SH,10.038166666666665,9.072916666666666,8.927,0.026100593704492026,0.11030303030303035,0.0458018894413319,0.06450114086169845,0.3391812865497077,0.2109692505846017,0.128212035965106,-0.41319666880204997,0.712553033750964,8.8852,9.434800000000001,8.659189999999999,8.659189999999999,-0.06,0.0,long_term_hold
301027.SZ,华蓝集团,False,ok,excess_return_240d -2.71% < 8.00%; volatility_120d 58.75% > 42.00%,56.789534,2026-07-06,21.25,000300.SH,22.026166666666665,21.27825,19.50555,0.08943352020322415,0.15426398696360666,0.0458018894413319,0.10846209752227476,0.19314991577765306,0.2202405703528416,-0.027090654575188555,-0.22218155197657397,0.587495971972217,20.6125,21.8875,18.9203835,18.9203835,-0.06,0.0,"long_term_hold,strong_relative"
688411.SH,海博思创,False,ok,ma120_not_above_ma200; excess_return_120d 2.40% < 6.00%; volatility_120d 70.39% > 42.00%,56.778949,2026-07-06,265.8,000300.SH,256.165,248.1675,255.41745,0.04064933699713946,0.06983296437915087,0.0458018894413319,0.024031074937818975,2.0105334692490655,0.2109692505846017,1.7995642186644638,-0.13583457962156176,0.7038788165867912,257.826,273.774,247.75492649999998,247.75492649999998,-0.06,0.0,long_term_hold
688517.SH,金冠电气,False,ok,close_below_ma200; excess_return_240d 2.01% < 8.00%; drawdown_120d -30.52% < -28.00%; volatility_120d 50.71% > 42.00%,56.745079,2026-07-06,17.59,000300.SH,20.52603333333333,19.051433333333332,17.60681,-0.0009547442154483887,0.1642838231400583,0.0458018894413319,0.1184819336987264,0.23110302351623746,0.2109692505846017,0.020133772931635763,-0.3052373805197883,0.5071345835671467,17.0623,18.1177,17.0786057,17.0786057,-0.06,0.0,"long_term_hold,strong_relative"
688583.SH,思看科技,False,ok,ma60_not_above_ma120; excess_return_240d -3.06% < 8.00%; drawdown_120d -35.41% < -28.00%; volatility_120d 75.54% > 42.00%,56.663197,2026-07-06,79.72,000300.SH,87.59446666666666,88.65240833333334,79.49316,0.0028535788487964453,0.20020475143777672,0.0458018894413319,0.15440286199644482,0.18040748637763548,0.2109692505846017,-0.030561764206966213,-0.3541226130001863,0.7554414053878652,77.3284,82.1116,77.1083652,77.1083652,-0.06,0.0,"long_term_hold,strong_relative"
600267.SH,海正药业,False,ok,ma120_not_above_ma200; excess_return_240d -19.71% < 8.00%,56.646478,2026-07-06,10.95,000300.SH,10.4475,10.338333333333333,10.343699999999998,0.058615389077409485,0.13003095975232193,0.0458018894413319,0.08422907031099003,0.01388888888888884,0.2109692505846017,-0.19708036169571286,-0.09053156146179397,0.3312723692863043,10.6215,11.2785,10.033388999999998,10.033388999999998,-0.06,0.0,"long_term_hold,shallow_drawdown"
300227.SZ,光韵达,False,ok,ma60_not_above_ma120; excess_return_240d -3.44% < 8.00%; volatility_120d 62.03% > 42.00%,56.574028,2026-07-06,10.73,000300.SH,11.394833333333334,11.595333333333334,10.62895,0.009507053848216485,0.1650380021715525,0.0458018894413319,0.11923611273022061,0.17653508771929838,0.2109692505846017,-0.03443416286530332,-0.2346647646219686,0.620279168664543,10.4081,11.051900000000002,10.310081499999999,10.310081499999999,-0.06,0.0,"long_term_hold,strong_relative"
002579.SZ,中京电子,False,ok,excess_return_240d -5.77% < 8.00%; volatility_120d 70.56% > 42.00%,56.570793,2026-07-06,17.91,000300.SH,15.760166666666667,13.933666666666666,13.104049999999999,0.3667530267360093,0.4704433497536946,0.0458018894413319,0.4246414603123627,0.15325177076625884,0.2109692505846017,-0.057717479818342854,-0.23461538461538456,0.7055843270451934,17.3727,18.447300000000002,15.7608,12.7109285,-0.06,0.0,"long_term_hold,strong_relative"
603439.SH,三力制药,False,ok,excess_return_240d -7.69% < 8.00%; volatility_120d 43.80% > 42.00%,56.567408,2026-07-06,13.44,000300.SH,13.162416666666667,12.418291666666667,12.373225,0.08621640679774267,0.15453998797354185,0.0458018894413319,0.10873809853220995,0.1340815121086827,0.2109692505846017,-0.07688773847591901,-0.22763059594276192,0.4379501687784814,13.0368,13.8432,12.002028249999999,12.002028249999999,-0.06,0.0,"long_term_hold,strong_relative"
002910.SZ,庄园牧场,False,ok,ma60_not_above_ma120; excess_return_120d 5.41% < 6.00%; excess_return_240d 6.46% < 8.00%; volatility_120d 51.43% > 42.00%,56.486972,2026-07-06,12.22,000300.SH,10.792166666666667,11.267916666666668,11.09345,0.10155091517967807,0.09990999099909992,0.0458018894413319,0.05410810155776802,0.2755741127348643,0.2109692505846017,0.06460486215026262,-0.0887397464578672,0.5142964054188385,11.8534,12.5866,10.7606465,10.7606465,-0.06,0.0,"long_term_hold,shallow_drawdown"
688550.SH,瑞联新材,False,ok,ma120_not_above_ma200; excess_return_240d 5.72% < 8.00%; volatility_120d 58.53% > 42.00%,56.467101,2026-07-06,49.84,000300.SH,45.3355,45.04625,45.4775,0.09592655708867026,0.1222697590632742,0.0458018894413319,0.0764678696219423,0.2681933842239188,0.2109692505846017,0.05722413363931711,-0.207631160572337,0.5853196397898448,48.3448,51.33520000000001,44.113175,44.113175,-0.06,0.0,long_term_hold
688279.SH,峰岹科技,False,ok,ma120_not_above_ma200; excess_return_240d 3.47% < 8.00%; volatility_120d 54.91% > 42.00%,56.398369,2026-07-06,227.24,000300.SH,209.14600000000002,196.89033333333333,197.06990000000002,0.15309339478022777,0.12101031029549603,0.0458018894413319,0.07520842085416413,0.24562846023132168,0.2109692505846017,0.03465920964671998,-0.12303179993825253,0.5491125409361364,220.4228,234.05720000000002,199.9712,191.157803,-0.06,0.0,long_term_hold
300395.SZ,菲利华,False,ok,excess_return_120d 3.88% < 6.00%; drawdown_120d -29.16% < -28.00%; volatility_120d 77.50% > 42.00%,56.318955,2026-07-06,108.79,000300.SH,123.94083333333333,112.45075,100.37989999999999,0.08378270948666033,0.08464606181455636,0.0458018894413319,0.03884417237322446,1.0793195718654434,0.2109692505846017,0.8683503212808417,-0.29163953639796847,0.7749593951183418,105.5263,112.0537,97.36850299999999,97.36850299999999,-0.06,0.0,long_term_hold
603681.SH,永冠新材,False,ok,excess_return_120d 4.17% < 6.00%; drawdown_120d -28.16% < -28.00%; volatility_120d 49.39% > 42.00%,56.31739,2026-07-06,20.64,000300.SH,21.437,20.61958333333333,19.45805,0.06074349690744962,0.08746048472075874,0.0458018894413319,0.041658595279426835,0.37416777629826914,0.2109692505846017,0.16319852571366744,-0.2815871910894535,0.49389014913569607,20.0208,21.2592,18.874308499999998,18.874308499999998,-0.06,0.0,long_term_hold
000690.SZ,宝新能源,False,ok,excess_return_240d -20.45% < 8.00%; volatility_120d 45.50% > 42.00%,56.18903,2026-07-06,4.69,000300.SH,5.156499999999999,4.796833333333334,4.627149999999999,0.013582874987843718,0.17543859649122817,0.0458018894413319,0.12963670704989627,0.006437768240343367,0.2109692505846017,-0.20453148234425833,-0.2671875,0.4549666269621455,4.549300000000001,4.8307,4.488335499999999,4.488335499999999,-0.06,0.0,"long_term_hold,strong_relative"
003035.SZ,南网能源,False,ok,close_below_ma200; ma60_not_above_ma120; excess_return_240d -3.12% < 8.00%; drawdown_120d -48.27% < -28.00%; volatility_120d 62.97% > 42.00%,56.133945,2026-07-06,5.69,000300.SH,7.092333333333333,7.1425,6.220700000000001,-0.08531194238590523,0.24235807860262026,0.0458018894413319,0.19655618916128836,0.17976363259382122,0.2109692505846017,-0.031205617990780476,-0.48272727272727267,0.6297051767435499,5.5193,5.8607000000000005,6.034079,6.034079,-0.06,0.0,"long_term_hold,strong_relative"
301292.SZ,海科新源,False,ok,excess_return_120d 3.80% < 6.00%; drawdown_120d -34.67% < -28.00%; volatility_120d 84.13% > 42.00%,56.042572,2026-07-06,69.81,000300.SH,79.82566666666666,71.27616666666667,60.21785,0.1592908082902329,0.08383791336748958,0.0458018894413319,0.03803602392615768,2.3530259365994235,0.2109692505846017,2.142056686014822,-0.34671532846715325,0.8412885929607716,67.7157,71.9043,61.4328,58.411314499999996,-0.06,0.0,long_term_hold
600989.SH,宝丰能源,False,ok,close_below_ma200; excess_return_120d 5.41% < 6.00%; drawdown_120d -41.42% < -28.00%; volatility_120d 52.27% > 42.00%,55.992315,2026-07-06,21.13,000300.SH,25.6095,25.45025,22.3035,-0.05261506041652664,0.09994794377928162,0.0458018894413319,0.05414605433794972,0.3873933026920551,0.2109692505846017,0.17642405210745338,-0.4141946215691711,0.5226850181023843,20.4961,21.7639,21.634394999999998,21.634394999999998,-0.06,0.0,long_term_hold
000692.SZ,惠天热电,False,ok,close_below_ma200; excess_return_240d -11.93% < 8.00%; volatility_120d 45.52% > 42.00%,55.819681,2026-07-06,4.05,000300.SH,4.626499999999999,4.3045833333333325,4.07205,-0.005414962979334748,0.1773255813953487,0.0458018894413319,0.1315236919540168,0.09164420485175206,0.2109692505846017,-0.11932504573284963,-0.26497277676951003,0.4552484509127717,3.9284999999999997,4.1715,3.9498884999999997,3.9498884999999997,-0.06,0.0,"long_term_hold,strong_relative"
301107.SZ,瑜欣电子,False,ok,excess_return_240d -15.71% < 8.00%; volatility_120d 57.73% > 42.00%,55.745022,2026-07-06,22.77,000300.SH,21.408866666666665,21.186725000000003,20.814695,0.09393868130183991,0.14095304905546913,0.0458018894413319,0.09515115961413723,0.05382514925718529,0.2109692505846017,-0.1571441013274164,-0.16806722689075637,0.5772611872620617,22.0869,23.4531,20.19025415,20.19025415,-0.06,0.0,"long_term_hold,strong_relative"
603225.SH,新凤鸣,False,ok,ma60_not_above_ma120; stock_return_120d 5.35% < 6.00%; excess_return_120d 0.77% < 6.00%; volatility_120d 60.06% > 42.00%,55.698379,2026-07-06,20.29,000300.SH,18.45716666666667,18.877166666666664,17.848799999999997,0.13677109945766674,0.053478712357216907,0.0458018894413319,0.0076768229158850065,0.8667770724077652,0.2109692505846017,0.6558078218231636,-0.10930640913081657,0.6005658468469225,19.6813,20.898699999999998,17.8552,17.313335999999996,-0.06,0.0,long_term_hold
603856.SH,东宏股份,False,ok,ma60_not_above_ma120; excess_return_240d -0.31% < 8.00%,55.581802,2026-07-06,13.75,000300.SH,12.517533333333335,12.862516666666666,12.583195,0.09272724455116532,0.12327424230046558,0.0458018894413319,0.07747235285913368,0.2078355586788474,0.2109692505846017,-0.003133691905754299,-0.07163594625616099,0.3909951459296727,13.3375,14.1625,12.20569915,12.20569915,-0.06,0.0,"long_term_hold,shallow_drawdown"
301067.SZ,显盈科技,False,ok,ma120_not_above_ma200; excess_return_240d -5.66% < 8.00%; volatility_120d 53.41% > 42.00%,55.570129,2026-07-06,36.95,000300.SH,33.8495,33.775166666666664,34.25165,0.07878014635791275,0.1278998778998781,0.0458018894413319,0.08209798845854621,0.15432677288347407,0.2109692505846017,-0.056642477701127625,-0.0755566675006254,0.5341193485348786,35.8415,38.0585,33.2241005,33.2241005,-0.06,0.0,"long_term_hold,shallow_drawdown"
688098.SH,申联生物,False,ok,ma60_not_above_ma120; ma120_not_above_ma200; excess_return_120d 2.40% < 6.00%; volatility_120d 47.17% > 42.00%,55.548178,2026-07-06,9.5,000300.SH,8.596833333333334,8.956999999999999,9.47865,0.0022524304621438507,0.06981981981981966,0.0458018894413319,0.024017930378487762,0.5422077922077921,0.2109692505846017,0.33123854162319044,-0.13949275362318836,0.4716555823196538,9.215,9.785,9.1942905,9.1942905,-0.06,0.0,long_term_hold
002763.SZ,汇洁股份,False,ok,excess_return_240d 2.51% < 8.00%,55.405597,2026-07-06,7.33,000300.SH,7.780333333333333,7.4115,7.0586,0.03844955090244517,0.14174454828660443,0.0458018894413319,0.09594265884527253,0.23608768971332217,0.2109692505846017,0.02511843912872047,-0.22842105263157897,0.39947431609037887,7.1101,7.5499,6.846842,6.846842,-0.06,0.0,"long_term_hold,strong_relative"
688102.SH,斯瑞新材,False,ok,ma60_not_above_ma120; excess_return_120d 4.21% < 6.00%; volatility_120d 75.70% > 42.00%,55.193561,2026-07-06,42.1,000300.SH,40.540166666666664,40.71791666666666,33.4294,0.259370494235613,0.08785529715762275,0.0458018894413319,0.04205340771629085,2.068513119533528,0.2109692505846017,1.857543868948926,-0.24995546053803674,0.7570021271216805,40.837,43.363,37.048,32.426518,-0.06,0.0,long_term_hold
603026.SH,石大胜华,False,ok,excess_return_120d 3.60% < 6.00%; drawdown_120d -33.76% < -28.00%; volatility_120d 60.97% > 42.00%,55.076779,2026-07-06,80.89,000300.SH,94.79266666666668,83.27633333333333,76.08645,0.06313279171258479,0.08185100976327409,0.0458018894413319,0.036049120321942185,1.2246974697469746,0.2109692505846017,1.0137282191623729,-0.337618735669833,0.6096512626272261,78.4633,83.3167,73.8038565,73.8038565,-0.06,0.0,long_term_hold
603505.SH,金石资源,False,ok,ma60_not_above_ma120; excess_return_120d 3.77% < 6.00%; volatility_120d 53.81% > 42.00%,55.073922,2026-07-06,20.24,000300.SH,19.224833333333333,19.404333333333334,18.9095,0.0703614585261374,0.08351177730192716,0.0458018894413319,0.03770988786059526,0.33079097902557697,0.2109692505846017,0.11982172844097527,-0.1701517015170153,0.5381154196006716,19.6328,20.847199999999997,18.342215,18.342215,-0.06,0.0,long_term_hold
001378.SZ,德冠新材,False,ok,excess_return_240d -2.44% < 8.00%,54.891146,2026-07-06,19.99,000300.SH,19.823316666666667,19.191516666666665,18.366565,0.08839077965858055,0.12353866906474797,0.0458018894413319,0.07773677962341607,0.1865614055914997,0.2109692505846017,-0.024407844993102,-0.0948607652252661,0.38044259958997545,19.390299999999996,20.5897,17.81556805,17.81556805,-0.06,0.0,"long_term_hold,shallow_drawdown"
603958.SH,哈森股份,False,ok,close_below_ma200; excess_return_240d -29.72% < 8.00%; drawdown_120d -40.67% < -28.00%; volatility_120d 60.83% > 42.00%,54.883379,2026-07-06,16.31,000300.SH,21.832666666666668,19.921583333333334,18.2262,-0.10513436701012824,0.22631578947368403,0.0458018894413319,0.18051390003235213,-0.0862745098039217,0.2109692505846017,-0.2972437603885234,-0.40669334303383053,0.6083015815686257,15.820699999999999,16.7993,17.679413999999998,17.679413999999998,-0.06,0.0,"long_term_hold,strong_relative"
000935.SZ,四川双马,False,ok,excess_return_120d 2.51% < 6.00%,54.778798,2026-07-06,26.6,000300.SH,28.056166666666666,27.54875,25.2522,0.053373567451548976,0.07085346215781008,0.0458018894413319,0.025051572716478177,0.44251626898047713,0.2109692505846017,0.23154701839587544,-0.22062701435687082,0.3976095192777457,25.802,27.398000000000003,24.494633999999998,24.494633999999998,-0.06,0.0,long_term_hold
688320.SH,禾川科技,False,ok,ma120_not_above_ma200; excess_return_240d -33.90% < 8.00%; volatility_120d 46.63% > 42.00%,54.685524,2026-07-06,41.68,000300.SH,36.63166666666667,35.43,37.09495,0.12360307804701187,0.11682743837084675,0.0458018894413319,0.07102554892951485,-0.1280334728033472,0.2109692505846017,-0.3390027233879489,-0.05807909604519779,0.4663346753500535,40.4296,42.9304,36.6784,35.9821015,-0.06,0.0,"long_term_hold,shallow_drawdown"
600150.SH,中国船舶,False,ok,excess_return_240d -8.82% < 8.00%,54.62674,2026-07-06,37.64,000300.SH,36.80683333333333,35.837250000000004,35.5583,0.05854329368951827,0.1316897173782321,0.0458018894413319,0.0858878279369002,0.1395700877989705,0.2277872444011686,-0.08821715660219809,-0.13311837862736065,0.3776699638288533,36.510799999999996,38.769200000000005,34.491551,34.491551,-0.06,0.0,long_term_hold
300327.SZ,中颖电子,False,ok,ma60_not_above_ma120; excess_return_120d 5.41% < 6.00%; excess_return_240d 7.62% < 8.00%; volatility_120d 49.73% > 42.00%,54.540296,2026-07-06,30.83,000300.SH,28.148666666666667,28.264,27.924400000000002,0.10405236997034839,0.09989297181591139,0.0458018894413319,0.05409108237457949,0.28721138992108886,0.2109692505846017,0.07624213933648716,-0.18179405520169856,0.49728998753569414,29.905099999999997,31.7549,27.130399999999998,27.086668000000003,-0.06,0.0,long_term_hold
000519.SZ,中兵红箭,False,ok,excess_return_240d -21.61% < 8.00%; volatility_120d 44.18% > 42.00%,54.516072,2026-07-06,20.45,000300.SH,18.767,18.7025,18.52595,0.10385702217700032,0.12455320318944185,0.0458018894413319,0.07875131374810995,-0.005108246168815445,0.2109692505846017,-0.21607749675341714,-0.10326682745012061,0.4417686524934424,19.836499999999997,21.0635,17.996,17.970171500000003,-0.06,0.0,long_term_hold
300109.SZ,新开源,False,ok,excess_return_240d -7.05% < 8.00%,54.480858,2026-07-06,15.69,000300.SH,15.292083333333332,15.259908333333334,14.929300000000001,0.050953494135692834,0.12820881570432152,0.0458018894413319,0.08240692626298962,0.14051028567274848,0.2109692505846017,-0.07045896491185322,-0.10480972214297946,0.38438176506063454,15.219299999999999,16.1607,14.481421000000001,14.481421000000001,-0.06,0.0,long_term_hold
688726.SH,拉普拉斯,False,ok,close_below_ma200; excess_return_240d -26.64% < 8.00%; drawdown_120d -46.90% < -28.00%; volatility_120d 81.91% > 42.00%,54.17206,2026-07-06,45.5,000300.SH,60.81316666666667,60.633833333333335,53.781099999999995,-0.153977884424082,0.27486690949845904,0.0458018894413319,0.22906502005712714,-0.055428690056051555,0.2109692505846017,-0.26639794064065325,-0.46895424836601307,0.8191182218117647,44.135,46.865,52.167666999999994,52.167666999999994,-0.06,0.0,"long_term_hold,strong_relative"
000815.SZ,美利云,False,ok,close_below_ma200; excess_return_240d -16.85% < 8.00%; drawdown_120d -42.43% < -28.00%; volatility_120d 77.03% > 42.00%,54.13668,2026-07-06,13.5,000300.SH,18.310833333333335,16.808666666666667,14.941500000000001,-0.09647625740387522,0.20643431635388754,0.0458018894413319,0.16063242691255564,0.04247104247104261,0.2109692505846017,-0.1684982081135591,-0.4243070362473348,0.7703354028971534,13.094999999999999,13.905000000000001,14.493255000000001,14.493255000000001,-0.06,0.0,"long_term_hold,strong_relative"
300980.SZ,祥源新材,False,ok,ma60_not_above_ma120; stock_return_120d 5.16% < 6.00%; excess_return_120d 0.58% < 6.00%; volatility_120d 61.24% > 42.00%,54.11368,2026-07-06,34.11,000300.SH,31.026,32.98475,30.5891,0.11510309227796833,0.05164174502851848,0.0458018894413319,0.005839855587186582,0.5056278967115426,0.2109692505846017,0.2946586461269409,-0.15117581187010087,0.6123735311491649,33.0867,35.1333,30.0168,29.671426999999998,-0.06,0.0,long_term_hold
002709.SZ,天赐材料,False,ok,excess_return_120d 1.98% < 6.00%; volatility_120d 55.50% > 42.00%,54.088056,2026-07-06,49.0,000300.SH,52.75658333333333,48.01208333333333,43.68625,0.12163438152736838,0.06563437866991428,0.0458018894413319,0.019832489228582384,1.670008718395815,0.2109692505846017,1.4590394678112133,-0.2459218220991075,0.5549902460397914,47.53,50.47,43.12,42.3756625,-0.06,0.0,long_term_hold
600233.SH,圆通速递,False,ok,close_below_ma200; excess_return_120d 3.09% < 6.00%,54.063501,2026-07-06,17.41,000300.SH,18.752833333333335,18.462750000000003,17.94345,-0.02972951132585977,0.0766852195423624,0.0458018894413319,0.030883330101030504,0.3950320512820513,0.2109692505846017,0.18406280069744962,-0.22998673153471916,0.36439758438198294,16.8877,17.9323,17.405146499999997,17.405146499999997,-0.06,0.0,long_term_hold
603328.SH,依顿电子,False,ok,excess_return_240d 0.76% < 8.00%; volatility_120d 54.97% > 42.00%,54.027131,2026-07-06,12.3,000300.SH,12.804433333333332,12.212216666666666,11.73918,0.04777335384583936,0.13973313565604162,0.0458018894413319,0.09393124621470972,0.2185456706954627,0.2109692505846017,0.007576420110861015,-0.19513152728700423,0.5496504625411315,11.931000000000001,12.669,11.3870046,11.3870046,-0.06,0.0,"long_term_hold,strong_relative"
